time,pm1,pm25,pm10,temperature,humidite
2026-01-29T19:15:00.000Z,11.62666667,16.02333333,19.90666667,13.328,47.072
2026-01-29T19:30:00.000Z,9.236666667,11.98333333,14.57666667,13.13166667,46.75933333
2026-01-29T19:45:00.000Z,4.043333333,5.433333333,6.303333333,13.09466667,46.33366667
2026-01-29T20:00:00.000Z,5.986666667,7.94,10.81,12.98066667,47.56366667
2026-01-29T20:15:00.000Z,2.816666667,3.633333333,4.81,13.064,46.483
2026-01-29T20:30:00.000Z,3.656666667,4.943333333,6.27,13.09166667,46.47666667
2026-01-29T20:45:00.000Z,8.273333333,10.92666667,13.46666667,12.66766667,47.201
2026-01-29T21:00:00.000Z,8.103333333,10.72333333,13.32666667,12.24933333,47.91733333
2026-01-29T21:15:00.000Z,8.166666667,10.70333333,12.98666667,12.17533333,47.942
2026-01-29T21:30:00.000Z,6.76,8.8,10.71333333,12.23033333,47.919
2026-01-29T21:45:00.000Z,12.25666667,15.65,16.95666667,12.45566667,48.655
2026-01-29T22:00:00.000Z,11.97666667,15.02,18.15666667,12.544,48.77866667
2026-01-29T22:15:00.000Z,10.06,13.34666667,16.08666667,12.403,48.40833333
2026-01-29T22:30:00.000Z,11.53333333,14.12666667,16.57666667,12.18833333,49.268
2026-01-29T22:45:00.000Z,11.54333333,14.51333333,17.33666667,11.76266667,50.35966667
